Text,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:21.278v1,"urn:cite:hmt:vaimg.VA278VN-0780@0.842,0.3911,0.078,0.0255",urn:cite:hmt:msA.278v
urn:cts:greekLit:tlg5026.msAil.hmt:21.278v2,"urn:cite:hmt:vaimg.VA278VN-0780@0.638,0.6764,0.075,0.0173",urn:cite:hmt:msA.278v
