Observation,TextUrn,Image,Comments
urn:cite:op:277v.01,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@α,"urn:cite:hmt:vaimg.VA277VN-0779@0.489,0.2357,0.017,0.0135",
urn:cite:op:277v.02,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@υ,"urn:cite:hmt:vaimg.VA277VN-0779@0.506,0.2365,0.01,0.0135",
urn:cite:op:277v.03,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@τ,"urn:cite:hmt:vaimg.VA277VN-0779@0.513,0.2365,0.015,0.0135",
urn:cite:op:277v.04,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@α[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.524,0.235,0.012,0.0135",
urn:cite:op:277v.05,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ρ,"urn:cite:hmt:vaimg.VA277VN-0779@0.534,0.2372,0.012,0.0135",
urn:cite:op:277v.06,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ε,"urn:cite:hmt:vaimg.VA277VN-0779@0.551,0.2327,0.014,0.015",
urn:cite:op:277v.07,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@π,"urn:cite:hmt:vaimg.VA277VN-0779@0.558,0.2365,0.018,0.0113",
urn:cite:op:277v.08,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ει,"urn:cite:hmt:vaimg.VA277VN-0779@0.574,0.2327,0.018,0.0195",ει ligature 
urn:cite:op:277v.09,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@τ[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.589,0.2372,0.017,0.0165",
urn:cite:op:277v.10,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ο,"urn:cite:hmt:vaimg.VA277VN-0779@0.603,0.2402,0.012,0.0083",
urn:cite:op:277v.11,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@γ,"urn:cite:hmt:vaimg.VA277VN-0779@0.613,0.238,0.017,0.015",
urn:cite:op:277v.12,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@α[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.629,0.2387,0.017,0.012",
urn:cite:op:277v.13,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@κ,"urn:cite:hmt:vaimg.VA277VN-0779@0.641,0.235,0.018,0.0135",
urn:cite:op:277v.14,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ο[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.656,0.2395,0.013,0.0105",
urn:cite:op:277v.15,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@υ[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.669,0.238,0.013,0.0105",
urn:cite:op:277v.16,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@σ,"urn:cite:hmt:vaimg.VA277VN-0779@0.677,0.2365,0.011,0.0143",
urn:cite:op:277v.17,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ε[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.685,0.232,0.014,0.0165",
urn:cite:op:277v.18,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@θ,"urn:cite:hmt:vaimg.VA277VN-0779@0.7,0.232,0.014,0.0165",
urn:cite:op:277v.19,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ε[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.712,0.2327,0.014,0.0165",
urn:cite:op:277v.20,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@α[4],"urn:cite:hmt:vaimg.VA277VN-0779@0.725,0.2327,0.017,0.0165",
urn:cite:op:277v.21,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@λ,"urn:cite:hmt:vaimg.VA277VN-0779@0.741,0.235,0.014,0.0165",
urn:cite:op:277v.22,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@ε[4],"urn:cite:hmt:vaimg.VA277VN-0779@0.755,0.2342,0.012,0.0143",
urn:cite:op:277v.23,urn:cts:greekLit:tlg0012.tlg001.msA:21.377@υ[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.764,0.2335,0.012,0.0143",
