Observation,TextUrn,Image,Comments
urn:cite:op:280rS.01,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@τ,"urn:cite:hmt:vaimg.VA280RN-0450@0.6287,0.2565,0.0145,0.0048",
urn:cite:op:280rS.02,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@η,"urn:cite:hmt:vaimg.VA280RN-0450@0.643,0.2558,0.0043,0.0035",
urn:cite:op:280rS.03,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ν,"urn:cite:hmt:vaimg.VA280RN-0450@0.6511,0.2553,0.0071,0.0035",
urn:cite:op:280rS.04,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@δ,"urn:cite:hmt:vaimg.VA280RN-0450@0.6603,0.2542,0.01,0.0053",
urn:cite:op:280rS.05,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ε,"urn:cite:hmt:vaimg.VA280RN-0450@0.6704,0.2555,0.004,0.0038",
urn:cite:op:280rS.06,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@π,"urn:cite:hmt:vaimg.VA280RN-0450@0.6765,0.2552,0.0104,0.0042",
urn:cite:op:280rS.07,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ρ,"urn:cite:hmt:vaimg.VA280RN-0450@0.6866,0.2558,0.0049,0.0064",
urn:cite:op:280rS.08,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ο,"urn:cite:hmt:vaimg.VA280RN-0450@0.6944,0.2555,0.0034,0.0034",
urn:cite:op:280rS.09,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@τ[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.6988,0.2509,0.0122,0.0107",
urn:cite:op:280rS.10,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ι,"urn:cite:hmt:vaimg.VA280RN-0450@0.7092,0.2555,0.0025,0.0036",
urn:cite:op:280rS.11,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ο[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.7158,0.2552,0.0031,0.0039",
urn:cite:op:280rS.12,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ι[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.7206,0.2554,0.0017,0.0028",
urn:cite:op:280rS.13,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@τ[3],"urn:cite:hmt:vaimg.VA280RN-0450@0.7317,0.2559,0.0103,0.0045",
urn:cite:op:280rS.14,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@η[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.7417,0.2497,0.0068,0.0085",
urn:cite:op:280rS.15,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ν[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.7487,0.2554,0.0062,0.0025",
urn:cite:op:280rS.16,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@α,"urn:cite:hmt:vaimg.VA280RN-0450@0.7582,0.2555,0.0074,0.0042",
urn:cite:op:280rS.17,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@υ,"urn:cite:hmt:vaimg.VA280RN-0450@0.7668,0.2559,0.006,0.003",
urn:cite:op:280rS.18,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@τ[4],"urn:cite:hmt:vaimg.VA280RN-0450@0.7718,0.256,0.0067,0.0035",
urn:cite:op:280rS.19,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ου,"urn:cite:hmt:vaimg.VA280RN-0450@0.7783,0.2555,0.0064,0.0022", common ending
urn:cite:op:280rS.20,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ν[3],"urn:cite:hmt:vaimg.VA280RN-0450@0.6338,0.2661,0.007,0.007",
urn:cite:op:280rS.21,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@υ[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.6421,0.2662,0.0063,0.004",
urn:cite:op:280rS.22,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@μ,"urn:cite:hmt:vaimg.VA280RN-0450@0.6476,0.2666,0.0076,0.0062",
urn:cite:op:280rS.23,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ι[3],"urn:cite:hmt:vaimg.VA280RN-0450@0.6546,0.2672,0.0028,0.0043",
urn:cite:op:280rS.24,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@α[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.6599,0.2672,0.0062,0.004",
urn:cite:op:280rS.25,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ν[4],"urn:cite:hmt:vaimg.VA280RN-0450@0.6655,0.2675,0.006,0.0036",
urn:cite:op:280rS.26,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ο[3],"urn:cite:hmt:vaimg.VA280RN-0450@0.6762,0.2673,0.0038,0.003",
urn:cite:op:280rS.27,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ρ[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.6821,0.2663,0.0052,0.0097",
urn:cite:op:280rS.28,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@θ,"urn:cite:hmt:vaimg.VA280RN-0450@0.6935,0.2652,0.0046,0.0069",
urn:cite:op:280rS.29,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ο[4],"urn:cite:hmt:vaimg.VA280RN-0450@0.6993,0.2679,0.0035,0.0026",
urn:cite:op:280rS.30,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@τ[5],"urn:cite:hmt:vaimg.VA280RN-0450@0.704,0.2677,0.0082,0.0038",
urn:cite:op:280rS.31,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ο[5],"urn:cite:hmt:vaimg.VA280RN-0450@0.7118,0.2677,0.0032,0.0029",
urn:cite:op:280rS.32,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ν[5],"urn:cite:hmt:vaimg.VA280RN-0450@0.7159,0.2674,0.0066,0.0044",
urn:cite:op:280rS.33,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@υ[3],"urn:cite:hmt:vaimg.VA280RN-0450@0.7183,0.2641,0.004,0.0021",
urn:cite:op:280rS.34,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@σ,"urn:cite:hmt:vaimg.VA280RN-0450@0.7242,0.2681,0.0078,0.003",
urn:cite:op:280rS.35,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ο[6],"urn:cite:hmt:vaimg.VA280RN-0450@0.737,0.2684,0.0035,0.003",
urn:cite:op:280rS.36,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@υ[4],"urn:cite:hmt:vaimg.VA280RN-0450@0.7421,0.2684,0.0053,0.0031",
urn:cite:op:280rS.37,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@δ[2],"urn:cite:hmt:vaimg.VA280RN-0450@0.7489,0.2626,0.0083,0.0104",
urn:cite:op:280rS.38,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@ι[4],"urn:cite:hmt:vaimg.VA280RN-0450@0.7568,0.2689,0.0031,0.0045",
urn:cite:op:280rS.39,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@α[3],"urn:cite:hmt:vaimg.VA280RN-0450@0.7619,0.2684,0.0059,0.0035",
urn:cite:op:280rS.40,urn:cts:greekLit:tlg5026.msA:hmt:21.280r1@τ[6],"urn:cite:hmt:vaimg.VA280RN-0450@0.7677,0.2687,0.0077,0.0039",
