Observation,TextUrn,Image,Comments
urn:cite:op:277vS.01,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@α,"urn:cite:hmt:vaimg.VA277VN-0779@0.2411,0.4444,0.0114,0.0095",
urn:cite:op:277vS.02,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@μ,"urn:cite:hmt:vaimg.VA277VN-0779@0.2512,0.4477,0.0114,0.0061",
urn:cite:op:277vS.03,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@φ,"urn:cite:hmt:vaimg.VA277VN-0779@0.2615,0.4402,0.0085,0.0163",
urn:cite:op:277vS.04,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ι,"urn:cite:hmt:vaimg.VA277VN-0779@0.2682,0.4481,0.0032,0.0041",
urn:cite:op:277vS.05,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@δ,"urn:cite:hmt:vaimg.VA277VN-0779@0.2718,0.4475,0.0091,0.0051",
urn:cite:op:277vS.06,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ε,"urn:cite:hmt:vaimg.VA277VN-0779@0.2807,0.449,0.005,0.0041",
urn:cite:op:277vS.07,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@σ,"urn:cite:hmt:vaimg.VA277VN-0779@0.2869,0.4505,0.0048,0.0037",
urn:cite:op:277vS.08,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@α[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.2916,0.4506,0.0054,0.0036",
urn:cite:op:277vS.09,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@λ,"urn:cite:hmt:vaimg.VA277VN-0779@0.2978,0.4493,0.0076,0.005",
urn:cite:op:277vS.10,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@π,"urn:cite:hmt:vaimg.VA277VN-0779@0.3059,0.4505,0.0075,0.0037",
urn:cite:op:277vS.11,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ι[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.313,0.449,0.003,0.0054",
urn:cite:op:277vS.12,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@γ,"urn:cite:hmt:vaimg.VA277VN-0779@0.3186,0.4504,0.0072,0.0037",
urn:cite:op:277vS.13,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ξ,"urn:cite:hmt:vaimg.VA277VN-0779@0.3259,0.4488,0.0091,0.0106",
urn:cite:op:277vS.14,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ε[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.3346,0.4481,0.0037,0.0045",
urn:cite:op:277vS.15,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ν,"urn:cite:hmt:vaimg.VA277VN-0779@0.3404,0.4477,0.0079,0.0046",
urn:cite:op:277vS.16,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ὅτι,"urn:cite:hmt:vaimg.VA277VN-0779@0.3579,0.4471,0.0178,0.0084", common abbreviation for ὅτι
urn:cite:op:277vS.17,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@α[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.3732,0.4521,0.0064,0.0029",
urn:cite:op:277vS.18,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@υ,"urn:cite:hmt:vaimg.VA277VN-0779@0.3795,0.4519,0.0061,0.003",
urn:cite:op:277vS.19,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@τ,"urn:cite:hmt:vaimg.VA277VN-0779@0.3843,0.4521,0.0073,0.0042",
urn:cite:op:277vS.20,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ο,"urn:cite:hmt:vaimg.VA277VN-0779@0.39,0.4527,0.005,0.0033",
urn:cite:op:277vS.21,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@σ[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.3965,0.4512,0.0084,0.0042",
urn:cite:op:277vS.22,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@μ[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.4051,0.4498,0.0107,0.0064",
urn:cite:op:277vS.23,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ε[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.4155,0.4492,0.007,0.0054",
urn:cite:op:277vS.24,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ν[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.4204,0.451,0.007,0.005",
urn:cite:op:277vS.25,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ο[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.4284,0.4509,0.0044,0.0035",
urn:cite:op:277vS.26,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ι[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.4328,0.4509,0.0038,0.0037",
urn:cite:op:277vS.27,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@δ[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.2496,0.4615,0.0073,0.0078",
urn:cite:op:277vS.28,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ε[4],"urn:cite:hmt:vaimg.VA277VN-0779@0.256,0.4614,0.0111,0.0079",
urn:cite:op:277vS.29,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@σ[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.2688,0.4638,0.0081,0.0056",
urn:cite:op:277vS.30,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@α[4],"urn:cite:hmt:vaimg.VA277VN-0779@0.2766,0.4641,0.0077,0.0033",
urn:cite:op:277vS.31,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@λ[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.281,0.4628,0.0107,0.009",
urn:cite:op:277vS.32,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@π[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.2901,0.4643,0.0092,0.0055",
urn:cite:op:277vS.33,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@ι[4],"urn:cite:hmt:vaimg.VA277VN-0779@0.299,0.463,0.0029,0.0051",
urn:cite:op:277vS.34,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@γ[2],"urn:cite:hmt:vaimg.VA277VN-0779@0.3024,0.4629,0.0045,0.0081",
urn:cite:op:277vS.35,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@γ[3],"urn:cite:hmt:vaimg.VA277VN-0779@0.3064,0.4628,0.0074,0.0078",
urn:cite:op:277vS.36,urn:cts:greekLit:tlg5026.msA:hmt:21.277v1@α[5],"urn:cite:hmt:vaimg.VA277VN-0779@0.3131,0.4628,0.0094,0.0038",
