Observation,TextUrn,Image,Comments
urn:cite:op:281vS.01,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@η,"urn:cite:hmt:vaimg.VA281VN-0783@0.2609,0.2836,0.0074,0.0092",
urn:cite:op:281vS.02,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@δ,"urn:cite:hmt:vaimg.VA281VN-0783@0.2692,0.2846,0.0107,0.006",
urn:cite:op:281vS.03,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@η[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.2792,0.2848,0.0057,0.0058",
urn:cite:op:281vS.04,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@π,"urn:cite:hmt:vaimg.VA281VN-0783@0.2863,0.2865,0.0069,0.0044",
urn:cite:op:281vS.05,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ο,"urn:cite:hmt:vaimg.VA281VN-0783@0.293,0.2866,0.0053,0.0038",
urn:cite:op:281vS.06,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@υ,"urn:cite:hmt:vaimg.VA281VN-0783@0.2983,0.2861,0.0057,0.0041",
urn:cite:op:281vS.07,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@μ,"urn:cite:hmt:vaimg.VA281VN-0783@0.3044,0.2857,0.0104,0.0052",
urn:cite:op:281vS.08,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@α,"urn:cite:hmt:vaimg.VA281VN-0783@0.3145,0.2864,0.0067,0.0047",
urn:cite:op:281vS.09,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@λ,"urn:cite:hmt:vaimg.VA281VN-0783@0.321,0.2852,0.0085,0.0064",
urn:cite:op:281vS.10,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ε,"urn:cite:hmt:vaimg.VA281VN-0783@0.3318,0.2865,0.0062,0.0049",
urn:cite:op:281vS.11,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ο[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.3393,0.2865,0.006,0.0047",
urn:cite:op:281vS.12,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@λ[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.3453,0.2859,0.008,0.0053",
urn:cite:op:281vS.13,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@π[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.3536,0.2866,0.007,0.0047",
urn:cite:op:281vS.14,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@α[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.361,0.2861,0.0067,0.0049",
urn:cite:op:281vS.15,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@σ,"urn:cite:hmt:vaimg.VA281VN-0783@0.3678,0.2853,0.0052,0.0061",
urn:cite:op:281vS.16,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@τ,"urn:cite:hmt:vaimg.VA281VN-0783@0.3819,0.2867,0.0117,0.0081",
urn:cite:op:281vS.17,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ι,"urn:cite:hmt:vaimg.VA281VN-0783@0.3916,0.2823,0.0083,0.0116",
urn:cite:op:281vS.18,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ν,"urn:cite:hmt:vaimg.VA281VN-0783@0.3982,0.2887,0.0078,0.0048",
urn:cite:op:281vS.19,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@εσ,"urn:cite:hmt:vaimg.VA281VN-0783@0.4057,0.2857,0.0101,0.0077", εσ ligature
urn:cite:op:281vS.20,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@τ[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.4185,0.2875,0.0092,0.0062",
urn:cite:op:281vS.21,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ο[3],"urn:cite:hmt:vaimg.VA281VN-0783@0.4273,0.2894,0.0038,0.0039",
urn:cite:op:281vS.22,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@η[3],"urn:cite:hmt:vaimg.VA281VN-0783@0.4346,0.2837,0.008,0.0096",
urn:cite:op:281vS.23,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@δ[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.4447,0.2835,0.0058,0.0104",
urn:cite:op:281vS.24,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@η[4],"urn:cite:hmt:vaimg.VA281VN-0783@0.4501,0.2833,0.008,0.0105",
urn:cite:op:281vS.25,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@χ,"urn:cite:hmt:vaimg.VA281VN-0783@0.2643,0.297,0.0129,0.0079",
urn:cite:op:281vS.26,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ρ,"urn:cite:hmt:vaimg.VA281VN-0783@0.2765,0.2974,0.0074,0.0063",
urn:cite:op:281vS.27,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ο[4],"urn:cite:hmt:vaimg.VA281VN-0783@0.2826,0.2973,0.005,0.0054",
urn:cite:op:281vS.28,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ν,"urn:cite:hmt:vaimg.VA281VN-0783@0.2885,0.2981,0.0065,0.0049",
urn:cite:op:281vS.29,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ι[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.2942,0.298,0.0045,0.0054",
urn:cite:op:281vS.30,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@κ,"urn:cite:hmt:vaimg.VA281VN-0783@0.2985,0.2957,0.008,0.0079",
urn:cite:op:281vS.31,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ο[5],"urn:cite:hmt:vaimg.VA281VN-0783@0.3063,0.2978,0.0053,0.0044",
urn:cite:op:281vS.32,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ν[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.3105,0.2982,0.0085,0.0051",
urn:cite:op:281vS.33,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ε[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.3195,0.2978,0.0042,0.0057",
urn:cite:op:281vS.34,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@κ[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.3222,0.297,0.0061,0.009",
urn:cite:op:281vS.35,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@δ[3],"urn:cite:hmt:vaimg.VA281VN-0783@0.3262,0.2954,0.0053,0.008",
urn:cite:op:281vS.36,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ε[3],"urn:cite:hmt:vaimg.VA281VN-0783@0.3306,0.2963,0.0082,0.007",
urn:cite:op:281vS.37,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@χ[2],"urn:cite:hmt:vaimg.VA281VN-0783@0.3276,0.2995,0.0121,0.0087",
urn:cite:op:281vS.38,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ο[6],"urn:cite:hmt:vaimg.VA281VN-0783@0.3369,0.2995,0.0045,0.0039",
urn:cite:op:281vS.39,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@ν[3],"urn:cite:hmt:vaimg.VA281VN-0783@0.3418,0.2993,0.0069,0.0053",
urn:cite:op:281vS.40,urn:cts:greekLit:tlg5026.msA:hmt:21.281v1@τ[3],"urn:cite:hmt:vaimg.VA281VN-0783@0.3475,0.2996,0.0062,0.0053",
