Observation,TextUrn,Image,Comments
urn:cite:op:278v.01,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@η,"urn:cite:hmt:vaimg.VA278VN-0780@0.499,0.223,0.011,0.0195",
urn:cite:op:278v.02,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@δ,"urn:cite:hmt:vaimg.VA278VN-0780@0.514,0.223,0.018,0.0195",
urn:cite:op:278v.03,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@α,"urn:cite:hmt:vaimg.VA278VN-0780@0.529,0.226,0.013,0.018",
urn:cite:op:278v.04,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ρ,"urn:cite:hmt:vaimg.VA278VN-0780@0.54,0.229,0.013,0.015",
urn:cite:op:278v.05,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε,"urn:cite:hmt:vaimg.VA278VN-0780@0.559,0.229,0.008,0.012",
urn:cite:op:278v.06,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@π,"urn:cite:hmt:vaimg.VA278VN-0780@0.565,0.2282,0.012,0.012",
urn:cite:op:278v.07,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ευ,"urn:cite:hmt:vaimg.VA278VN-0780@0.58,0.2215,0.021,0.0225", ευ ligature
urn:cite:op:278v.08,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@χ,"urn:cite:hmt:vaimg.VA278VN-0780@0.595,0.2275,0.018,0.0225",
urn:cite:op:278v.09,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ο,"urn:cite:hmt:vaimg.VA278VN-0780@0.609,0.226,0.009,0.0218",
urn:cite:op:278v.10,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@μ,"urn:cite:hmt:vaimg.VA278VN-0780@0.619,0.2275,0.014,0.0218",
urn:cite:op:278v.11,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.633,0.2252,0.011,0.0218",
urn:cite:op:278v.12,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ν,"urn:cite:hmt:vaimg.VA278VN-0780@0.643,0.232,0.013,0.012",
urn:cite:op:278v.13,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@η[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.655,0.229,0.013,0.012",
urn:cite:op:278v.14,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε[3],"urn:cite:hmt:vaimg.VA278VN-0780@0.674,0.2282,0.012,0.015",
urn:cite:op:278v.15,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@π[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.68,0.2327,0.012,0.015",
urn:cite:op:278v.16,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε[4],"urn:cite:hmt:vaimg.VA278VN-0780@0.692,0.229,0.012,0.015",
urn:cite:op:278v.17,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@α[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.704,0.229,0.012,0.015",
urn:cite:op:278v.18,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@π[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.723,0.229,0.012,0.015",
urn:cite:op:278v.19,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@τ,"urn:cite:hmt:vaimg.VA278VN-0780@0.735,0.2312,0.01,0.0188",
urn:cite:op:278v.20,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε[5],"urn:cite:hmt:vaimg.VA278VN-0780@0.742,0.2275,0.012,0.0188",
urn:cite:op:278v.21,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ρ[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.753,0.229,0.012,0.0188",
urn:cite:op:278v.22,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ο[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.762,0.2282,0.011,0.0188",
urn:cite:op:278v.23,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε[6],"urn:cite:hmt:vaimg.VA278VN-0780@0.744,0.2305,0.012,0.0135", 
urn:cite:op:278v.24,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ν[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.785,0.2342,0.012,0.012",
urn:cite:op:278v.25,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@τ,"urn:cite:hmt:vaimg.VA278VN-0780@0.795,0.2335,0.012,0.012",
urn:cite:op:278v.26,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@α[3],"urn:cite:hmt:vaimg.VA278VN-0780@0.807,0.2365,0.014,0.0083",
urn:cite:op:278v.27,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@γ,"urn:cite:hmt:vaimg.VA278VN-0780@0.81,0.2365,0.011,0.0143",
urn:cite:op:278v.28,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ο[2],"urn:cite:hmt:vaimg.VA278VN-0780@0.822,0.2357,0.009,0.012",
urn:cite:op:278v.29,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ρ[3],"urn:cite:hmt:vaimg.VA278VN-0780@0.83,0.2372,0.014,0.012",
urn:cite:op:278v.30,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε[7],"urn:cite:hmt:vaimg.VA278VN-0780@0.842,0.235,0.01,0.012", 
urn:cite:op:278v.31,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@υ,"urn:cite:hmt:vaimg.VA278VN-0780@0.851,0.2357,0.012,0.0135", 
urn:cite:op:278v.32,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ε,"urn:cite:hmt:vaimg.VA278VN-0780@0.862,0.2357,0.012,0.0135", 
urn:cite:op:278v.33,urn:cts:greekLit:tlg0012.tlg001.msA:21.427@ν[3],"urn:cite:hmt:vaimg.VA278VN-0780@0.873,0.2387,0.011,0.0135", 
