Observation,TextUrn,Image,Comments
urn:cite:op:279r.01,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@σ,"urn:cite:hmt:vaimg.VA279RN-0449@0.198,0.2035,0.018,0.0233@",
urn:cite:op:279r.02,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@υ,"urn:cite:hmt:vaimg.VA279RN-0449@0.216,0.211,0.009,0.0075",
urn:cite:op:279r.03,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ν,"urn:cite:hmt:vaimg.VA279RN-0449@0.224,0.2117,0.011,0.0098",
urn:cite:op:279r.04,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@μ,"urn:cite:hmt:vaimg.VA279RN-0449@0.237,0.2072,0.015,0.0188",
urn:cite:op:279r.05,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ε,"urn:cite:hmt:vaimg.VA279RN-0449@0.251,0.2072,0.011,0.0128",
urn:cite:op:279r.06,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ν[2],"urn:cite:hmt:vaimg.VA279RN-0449@0.261,0.2095,0.011,0.012",
urn:cite:op:279r.07,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ο,"urn:cite:hmt:vaimg.VA279RN-0449@0.273,0.2102,0.01,0.0105",
urn:cite:op:279r.08,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@γ,"urn:cite:hmt:vaimg.VA279RN-0449@0.284,0.208,0.013,0.0173",
urn:cite:op:279r.09,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@η,"urn:cite:hmt:vaimg.VA279RN-0449@0.3,0.2042,0.014,0.0165",
urn:cite:op:279r.10,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@π,"urn:cite:hmt:vaimg.VA279RN-0449@0.314,0.2102,0.017,0.0098",
urn:cite:op:279r.11,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ει,"urn:cite:hmt:vaimg.VA279RN-0449@0.332,0.2027,0.017,0.0263",ει ligature
urn:cite:op:279r.12,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@λ,"urn:cite:hmt:vaimg.VA279RN-0449@0.343,0.2072,0.019,0.0158",
urn:cite:op:279r.13,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@η[2],"urn:cite:hmt:vaimg.VA279RN-0449@0.359,0.2065,0.012,0.0135",
urn:cite:op:279r.14,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@σ[2],"urn:cite:hmt:vaimg.VA279RN-0449@0.372,0.2095,0.007,0.0098",
urn:cite:op:279r.15,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ε[2],"urn:cite:hmt:vaimg.VA279RN-0449@0.377,0.2065,0.014,0.0143",
urn:cite:op:279r.16,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@π[2],"urn:cite:hmt:vaimg.VA279RN-0449@0.393,0.2095,0.017,0.0128",
urn:cite:op:279r.17,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ο[2],"urn:cite:hmt:vaimg.VA279RN-0449@0.407,0.2095,0.011,0.012",
urn:cite:op:279r.18,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@δ,"urn:cite:hmt:vaimg.VA279RN-0449@0.415,0.2035,0.014,0.0188",
urn:cite:op:279r.19,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@α,"urn:cite:hmt:vaimg.VA279RN-0449@0.429,0.2087,0.012,0.0128",
urn:cite:op:279r.20,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@σ[3],"urn:cite:hmt:vaimg.VA279RN-0449@0.441,0.2065,0.016,0.0158",
urn:cite:op:279r.21,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@κ,"urn:cite:hmt:vaimg.VA279RN-0449@0.455,0.2035,0.015,0.0188",
urn:cite:op:279r.22,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@α[2],"urn:cite:hmt:vaimg.VA279RN-0449@0.471,0.2087,0.012,0.0135",
urn:cite:op:279r.23,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ι,"urn:cite:hmt:vaimg.VA279RN-0449@0.482,0.2095,0.007,0.0143",
urn:cite:op:279r.24,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@χ,"urn:cite:hmt:vaimg.VA279RN-0449@0.488,0.2087,0.018,0.0165",
urn:cite:op:279r.25,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ε[3],"urn:cite:hmt:vaimg.VA279RN-0449@0.502,0.2095,0.01,0.0098",
urn:cite:op:279r.26,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ι,"urn:cite:hmt:vaimg.VA279RN-0449@0.51,0.2087,0.007,0.009",
urn:cite:op:279r.27,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@ρ,"urn:cite:hmt:vaimg.VA279RN-0449@0.517,0.2095,0.01,0.0135",
urn:cite:op:279r.28,urn:cts:greekLit:tlg0012.tlg001.msA:21.453@α[3],"urn:cite:hmt:vaimg.VA279RN-0449@0.526,0.2072,0.009,0.012",
