Observation,TextUrn,Image,Comments
urn:cite:op:278r.01,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@τ,"urn:cite:hmt:vaimg.VA278RN-0448@0.2017,0.2159,0.0201,0.0096",
urn:cite:op:278r.02,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@η,"urn:cite:hmt:vaimg.VA278RN-0448@0.22,0.2076,0.0136,0.0171",
urn:cite:op:278r.03,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@ι,"urn:cite:hmt:vaimg.VA278RN-0448@0.2346,0.2175,0.0048,0.0063",
urn:cite:op:278r.04,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@μ,"urn:cite:hmt:vaimg.VA278RN-0448@0.2449,0.2151,0.0161,0.0116",
urn:cite:op:278r.05,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@ι[2],"urn:cite:hmt:vaimg.VA278RN-0448@0.2596,0.2153,0.0062,0.0093",
urn:cite:op:278r.06,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@ν,"urn:cite:hmt:vaimg.VA278RN-0448@0.2676,0.2151,0.0121,0.0102",
urn:cite:op:278r.07,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@α,"urn:cite:hmt:vaimg.VA278RN-0448@0.283,0.214,0.0128,0.0083",
urn:cite:op:278r.08,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@ρ,"urn:cite:hmt:vaimg.VA278RN-0448@0.2944,0.2131,0.0121,0.014",
urn:cite:op:278r.09,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@η[2],"urn:cite:hmt:vaimg.VA278RN-0448@0.3086,0.2087,0.0139,0.014",
urn:cite:op:278r.10,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@σ,"urn:cite:hmt:vaimg.VA278RN-0448@0.3204,0.2123,0.0165,0.0116",
urn:cite:op:278r.11,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@ο,"urn:cite:hmt:vaimg.VA278RN-0448@0.3391,0.2156,0.0073,0.0072",
urn:cite:op:278r.12,urn:cts:greekLit:tlg0012.tlg001.msA:21.402@υ,"urn:cite:hmt:vaimg.VA278RN-0448@0.3467,0.2151,0.011,0.0083",
